name,kind,form_index,syntax,verdict,detail
grid,function,4,"grid(target,___)",accepted,
groot,builtin,0,groot,accepted,
groot,builtin,1,r = groot,accepted,
gt,builtin,0,A > B,unprobed,no sample for this form's arguments
gt,builtin,1,"gt(A,B)",accepted,
gtext,function,0,gtext(str),unprobed,waits for a person or ends the process
gtext,function,1,"gtext(str,Name,Value)",unprobed,waits for a person or ends the process
gtext,function,2,t = gtext(___),unprobed,waits for a person or ends the process
heatmap,function,0,"heatmap(tbl,xvar,yvar)",accepted,
heatmap,function,1,"heatmap(tbl,xvar,yvar,'ColorVariable',cvar)",accepted,
heatmap,function,2,heatmap(cdata),accepted,
heatmap,function,3,"heatmap(xvalues,yvalues,cdata)",error,"heatmap expects a string, but got a array."
heatmap,function,4,"heatmap(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
heatmap,function,5,"heatmap(parent,___)",error,"heatmap: options come in 'Name', value pairs."
heatmap,function,6,h = heatmap(___),accepted,
hess,builtin,0,H = hess(A),accepted,
hess,builtin,1,"[P,H] = hess(A)",accepted,
hess,builtin,2,"[AA,BB,Q,Z] = hess(A,B)",error,"hess expects 1 argument(s), but got 2."
hex2dec,builtin,0,D = hex2dec(hexStr),error,"hex2dec expects a string or a cell of strings, but got a array."
hgexport,function,0,"hgexport(fig,filename)",unprobed,no sample for this form's arguments
hgexport,function,1,"hgexport(fig,'-clipboard')",unprobed,no sample for this form's arguments
hggroup,builtin,0,h = hggroup,accepted,
hggroup,builtin,1,"h = hggroup(...,'PropertyName',propertyvalue,...)",unprobed,no sample for this form's arguments
hggroup,builtin,2,"h = hggroup(ax,...)",unprobed,no sample for this form's arguments
hgload,function,0,h = hgload(filename),unprobed,no sample for this form's arguments
hgload,function,1,"[h,old_prop_values] = hgload(...,property_structure)",unprobed,no sample for this form's arguments
hgsave,function,0,hgsave(filename),unprobed,no sample for this form's arguments
hgsave,function,1,"hgsave(h,filename)",unprobed,no sample for this form's arguments
hgsave,function,2,"hgsave(...,'-v6')",unprobed,no sample for this form's arguments
hgsave,function,3,"hgsave(...,'-v7.3')",unprobed,no sample for this form's arguments
hgtransform,builtin,0,h = hgtransform,accepted,
hgtransform,builtin,1,"h = hgtransform('PropertyName',propertyvalue,...)",unprobed,no sample for this form's arguments
hgtransform,builtin,2,"h = hgtransform(ax,...)",unprobed,no sample for this form's arguments
hidden,function,0,hidden on,accepted,
hidden,function,1,hidden off,accepted,
hidden,function,2,hidden,accepted,
hidden,function,3,"hidden(ax,...)",unprobed,no sample for this form's arguments
histc,builtin,0,"bincounts = histc(x,binranges)",accepted,
histc,builtin,1,"bincounts = histc(x,binranges,dim)",accepted,
histc,builtin,2,"[bincounts,ind]= histc(___)",error,"This call returns 1 value(s), but 2 were asked for."
hold,function,0,hold on,accepted,
hold,function,1,hold off,accepted,
hold,function,2,hold all,error,"hold expects 'on' or 'off', but got 'all'."
hold,function,3,hold,accepted,
hold,function,4,"hold(ax,___)",accepted,
home,builtin,0,home,accepted,
horzcat,builtin,0,"C = horzcat(A,B)",accepted,
horzcat,builtin,1,"C = horzcat(A1,A2,…,An)",unprobed,no sample for this form's arguments
hot,function,0,c = hot,accepted,
hot,function,1,c = hot(m),accepted,
hsv,function,0,c = hsv,accepted,
hsv,function,1,c = hsv(m),accepted,
hypot,builtin,0,"C = hypot(A,B)",unprobed,no sample for this form's arguments
i,builtin,0,1i,unprobed,no sample for this form's arguments
i,builtin,1,z = a + bi,unprobed,no sample for this form's arguments
i,builtin,2,z = x + 1i*y,unprobed,no sample for this form's arguments
ichol,builtin,0,L = ichol(A),unprobed,no sample for this form's arguments
ichol,builtin,1,"L = ichol(A,options)",unprobed,no sample for this form's arguments
ifft,builtin,0,X = ifft(Y),accepted,
ifft,builtin,1,"X = ifft(Y,n)",accepted,
ifft,builtin,2,"X = ifft(Y,n,dim)",accepted,
ifft,builtin,3,"X = ifft(___,symflag)",accepted,
ifftn,builtin,0,X = ifftn(Y),accepted,
ifftn,builtin,1,"X = ifftn(Y,sz)",accepted,
ifftn,builtin,2,"X = ifftn(___,symflag)",accepted,
ilu,builtin,0,"ilu(A,options)",unprobed,no sample for this form's arguments
ilu,builtin,1,"[L,U] = ilu(A,options)",unprobed,no sample for this form's arguments
ilu,builtin,2,"[L,U,P] = ilu(A,options)",unprobed,no sample for this form's arguments
im2frame,builtin,0,F = im2frame(RGB),error,im2frame: a frame's picture is a height-by-width-by-3 array of colours.
im2frame,builtin,1,"F = im2frame(X,map)",accepted,
im2frame,builtin,2,F = im2frame(X),error,im2frame: a frame's picture is a height-by-width-by-3 array of colours.
imag,builtin,0,Y = imag(Z),accepted,
image,builtin,0,image(C),error,"image expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
image,builtin,1,"image(x,y,C)",error,"image expects argument 3 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
image,builtin,2,"image('CData',C)",error,"image expects argument 2 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
image,builtin,3,"image('XData',x,'YData',y,'CData',C)",error,"image expects argument 6 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
image,builtin,4,"image(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
image,builtin,5,"image(ax,___)",error,"image expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
image,builtin,6,im = image(___),error,"image expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,0,imagesc(C),error,"imagesc expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,1,"imagesc(x,y,C)",error,"imagesc expects argument 3 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,2,"imagesc('CData',C)",error,"imagesc expects argument 2 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,3,"imagesc('XData',x,'YData',y,'CData',C)",error,"imagesc expects argument 6 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,4,"imagesc(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
imagesc,function,5,"imagesc(___,clims)",error,"imagesc expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,6,"imagesc(ax,___)",error,"imagesc expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imagesc,function,7,im = imagesc(___),error,"imagesc expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
imapprox,function,0,"[Y,newmap] = imapprox(X,map,Q)",accepted,
imapprox,function,1,"[Y,newmap] = imapprox(X,map,tol)",accepted,
imapprox,function,2,"Y = imapprox(X,map,inmap)",accepted,
imapprox,function,3,"___ = imapprox(___,dithering)",accepted,
input,builtin,0,x = input(prompt),unprobed,waits for a person or ends the process
input,builtin,1,"str = input(prompt,'s')",unprobed,waits for a person or ends the process
inputname,builtin,0,s = inputname(argNumber),error,inputname can only be used inside a function.
interpstreamspeed,function,0,"interpstreamspeed(X,Y,Z,U,V,W,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,1,"interpstreamspeed(U,V,W,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,2,"interpstreamspeed(X,Y,Z,speed,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,3,"interpstreamspeed(speed,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,4,"interpstreamspeed(X,Y,U,V,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,5,"interpstreamspeed(U,V,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,6,"interpstreamspeed(X,Y,speed,vertices)",unprobed,no sample for this form's arguments
interpstreamspeed,function,7,"interpstreamspeed(...,sf)",unprobed,no sample for this form's arguments
interpstreamspeed,function,8,vertsout = interpstreamspeed(...),unprobed,no sample for this form's arguments
intmax,builtin,0,v = intmax,accepted,
intmax,builtin,1,v = intmax(type),accepted,
intmin,builtin,0,v = intmin,accepted,
intmin,builtin,1,v = intmin('classname'),error,intmin: 'classname' is not an integer class.
inv,builtin,0,Y = inv(X),error,"inv needs a square matrix, but got 2x3."
isa,builtin,0,"tf = isa(A,dataType)",accepted,
isa,builtin,1,"tf = isa(A,typeCategory)",accepted,
isappdata,function,0,"tf = isappdata(obj,name)",accepted,
isbanded,builtin,0,"tf = isbanded(A,lower,upper)",accepted,
iscell,builtin,0,tf = iscell(A),accepted,
iscellstr,builtin,0,tf = iscellstr(A),accepted,
ischar,builtin,0,tf = ischar(A),accepted,
iscolumn,builtin,0,iscolumn(V),unprobed,no sample for this form's arguments
isdiag,builtin,0,tf = isdiag(A),accepted,
isempty,builtin,0,TF = isempty(A),accepted,
isequal,builtin,0,"tf = isequal(A,B)",unprobed,no sample for this form's arguments
isequal,builtin,1,"tf = isequal(A1,A2,...,An)",unprobed,no sample for this form's arguments
isequaln,builtin,0,"tf = isequaln(A,B)",unprobed,no sample for this form's arguments
isequaln,builtin,1,"tf = isequaln(A1,A2,...,An)",unprobed,no sample for this form's arguments
isequalwithequalnans,builtin,0,"tf = isequalwithequalnans(A, B, ...)",unprobed,no sample for this form's arguments
isfield,builtin,0,"TF = isfield(S,field)",accepted,
isfile,builtin,0,result = isfile(fileName),accepted,
isfinite,builtin,0,TF = isfinite(A),accepted,
isfloat,builtin,0,tf = isfloat(A),accepted,
isfolder,builtin,0,result = isfolder(folderName),accepted,
isgraphics,builtin,0,tf = isgraphics(H),accepted,
isgraphics,builtin,1,"tf = isgraphics(H,type)",accepted,
ishandle,builtin,0,ishandle(H),unprobed,no sample for this form's arguments
ishermitian,builtin,0,tf = ishermitian(A),accepted,
ishermitian,builtin,1,"tf = ishermitian(A,skewOption)",error,"ishermitian expects 1 argument(s), but got 2."
ishghandle,builtin,0,ishghandle(h),unprobed,no sample for this form's arguments
ishold,function,0,tf = ishold,accepted,
ishold,function,1,tf = ishold(ax),unprobed,no sample for this form's arguments
isinf,builtin,0,TF = isinf(A),accepted,
isinteger,builtin,0,TF = isinteger(A),accepted,
isletter,builtin,0,TF = isletter(A),accepted,
islogical,builtin,0,tf = islogical(A),unprobed,no sample for this form's arguments
ismac,builtin,0,tf = ismac,accepted,
ismatrix,builtin,0,TF = ismatrix(A),accepted,
ismembertol,builtin,0,"LIA = ismembertol(A,B,tol)",accepted,
ismembertol,builtin,1,"LIA = ismembertol(A,B)",accepted,
ismembertol,builtin,2,"[LIA,LocB] = ismembertol(___)",accepted,
ismembertol,builtin,3,"[___] = ismembertol(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
isnan,builtin,0,TF = isnan(A),accepted,
isnumeric,builtin,0,TF = isnumeric(A),accepted,
isocaps,function,0,"fvc = isocaps(X,Y,Z,V,isovalue)",accepted,
isocaps,function,1,"fvc = isocaps(V,isovalue)",accepted,
isocaps,function,2,"fvc = isocaps(...,'enclose')",unprobed,no sample for this form's arguments
isocaps,function,3,"fvc = isocaps(...,'whichplane')",unprobed,no sample for this form's arguments
isocaps,function,4,"[f,v,c] = isocaps(...)",unprobed,no sample for this form's arguments
isocaps,function,5,isocaps(...),unprobed,no sample for this form's arguments
isocolors,function,0,"nc = isocolors(X,Y,Z,C,vertices)",unprobed,no sample for this form's arguments
isocolors,function,1,"nc = isocolors(X,Y,Z,R,G,B,vertices)",unprobed,no sample for this form's arguments
isocolors,function,2,"nc = isocolors(C,vertices)",unprobed,no sample for this form's arguments
isocolors,function,3,"nc = isocolors(R,G,B,vertices)",unprobed,no sample for this form's arguments
isocolors,function,4,"nc = isocolors(...,PatchHandle)",unprobed,no sample for this form's arguments
isocolors,function,5,"isocolors(...,PatchHandle)",unprobed,no sample for this form's arguments
isonormals,function,0,"n = isonormals(X,Y,Z,V,vertices)",unprobed,no sample for this form's arguments
isonormals,function,1,"n = isonormals(V,vertices)",unprobed,no sample for this form's arguments
isonormals,function,2,"n = isonormals(V,p)",unprobed,no sample for this form's arguments
isonormals,function,3,"n = isonormals(X,Y,Z,V,p)",unprobed,no sample for this form's arguments
isonormals,function,4,"n = isonormals(...,'negate')",unprobed,no sample for this form's arguments
isonormals,function,5,"isonormals(V,p)",unprobed,no sample for this form's arguments
isonormals,function,6,"isonormals(X,Y,Z,V,p)",unprobed,no sample for this form's arguments
isosurface,function,0,"isosurface(X,Y,Z,V,isovalue)",accepted,
isosurface,function,1,"s = isosurface(X,Y,Z,V,isovalue)",accepted,
isosurface,function,2,"s = isosurface(X,Y,Z,V)",accepted,
isosurface,function,3,"s = isosurface(V,isovalue)",accepted,
isosurface,function,4,s = isosurface(V),accepted,
isosurface,function,5,"s = isosurface(___,colors)",error,"isosurface: The readings have to be as many rows as y, as many columns as x, and as many pages as z."
isosurface,function,6,"s = isosurface(___,'verbose')",accepted,
isosurface,function,7,"s = isosurface(___,'noshare')",accepted,
isosurface,function,8,"[faces,verts] = isosurface(___)",accepted,
isosurface,function,9,"[faces,verts,colors] = isosurface(___)",error,"This call returns 2 value(s), but 3 were asked for."
ispc,builtin,0,tf = ispc,accepted,
isreal,builtin,0,tf = isreal(A),accepted,
isrow,builtin,0,isrow(V),unprobed,no sample for this form's arguments
isscalar,builtin,0,TF = isscalar(A),accepted,
issorted,builtin,0,TF = issorted(A),accepted,
issorted,builtin,1,"TF = issorted(A,dim)",accepted,
issorted,builtin,2,"TF = issorted(___,direction)",error,"issorted expects argument 2 to be a number, but got a string."
issorted,builtin,3,"TF = issorted(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
issorted,builtin,4,"TF = issorted(A,'rows')",error,"issorted expects argument 2 to be a number, but got a string."
issortedrows,builtin,0,TF = issortedrows(A),accepted,
issortedrows,builtin,1,"TF = issortedrows(A,column)",error,"issortedrows expects 1 argument(s), but got 2."
issortedrows,builtin,2,"TF = issortedrows(___,direction)",error,"issortedrows expects 1 argument(s), but got 2."
issortedrows,builtin,3,"TF = issortedrows(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
issortedrows,builtin,4,TF = issortedrows(tblA),error,"issortedrows expects an array of numbers, but got a table."
issortedrows,builtin,5,"TF = issortedrows(tblA,'RowNames')",error,"issortedrows expects 1 argument(s), but got 2."
issortedrows,builtin,6,"TF = issortedrows(tblA,rowDimName)",error,"issortedrows expects 1 argument(s), but got 2."
issortedrows,builtin,7,"TF = issortedrows(tblA,vars)",error,"issortedrows expects 1 argument(s), but got 2."
isspace,builtin,0,TF = isspace(A),accepted,
issparse,builtin,0,TF = issparse(S),unprobed,no sample for this form's arguments
isstring,builtin,0,tf = isstring(A),accepted,
isstrprop,builtin,0,"TF = isstrprop(str,category)",accepted,
isstrprop,builtin,1,"TF = isstrprop(str,category,'ForceCellOutput',tf)",unprobed,no sample for this form's arguments
isstruct,builtin,0,tf = isstruct(A),unprobed,no sample for this form's arguments
isstudent,builtin,0,tf = isstudent,accepted,
issymmetric,builtin,0,tf = issymmetric(A),accepted,
issymmetric,builtin,1,"tf = issymmetric(A,skewOption)",error,"issymmetric expects 1 argument(s), but got 2."
istril,builtin,0,tf = istril(A),accepted,
istriu,builtin,0,tf = istriu(A),accepted,
isunix,builtin,0,tf = isunix,accepted,
isvector,builtin,0,TF = isvector(A),accepted,
j,builtin,0,1j,unprobed,no sample for this form's arguments
j,builtin,1,z = a + bj,unprobed,no sample for this form's arguments
j,builtin,2,z = x + 1j*y,unprobed,no sample for this form's arguments
jet,function,0,c = jet,accepted,
jet,function,1,c = jet(m),accepted,
jsondecode,builtin,0,value = jsondecode(txt),error,jsondecode: 'a' is an invalid start of a value. LineNumber: 0 | BytePositionInLine: 0.
jsonencode,builtin,0,txt = jsonencode(data),unprobed,no sample for this form's arguments
jsonencode,builtin,1,"txt = jsonencode(data,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
lasterr,builtin,0,msgstr = lasterr,accepted,
lasterr,builtin,1,"[msgstr,errID] = lasterr",error,"This call returns 1 value(s), but 2 were asked for."
lasterr,builtin,2,lasterr('new_msgstr'),accepted,
lasterr,builtin,3,"lasterr('new_msgstr','new_errID')",error,"lasterr expects between 0 and 1 argument(s), but got 2."
lasterr,builtin,4,"[msgstr,errID] = lasterr('new_msgstr','new_errID')",error,"lasterr expects between 0 and 1 argument(s), but got 2."
lasterror,builtin,0,s = lasterror,accepted,
lasterror,builtin,1,s = lasterror(err),unprobed,no sample for this form's arguments
lasterror,builtin,2,s = lasterror('reset'),accepted,
lastwarn,builtin,0,msg = lastwarn,accepted,
lastwarn,builtin,1,"[msg,warnID] = lastwarn",error,"This call returns 1 value(s), but 2 were asked for."
lastwarn,builtin,2,"[___] = lastwarn(newMsg,newID)",error,"lastwarn expects between 0 and 1 argument(s), but got 2."
ldivide,builtin,0,x = B.\A,unprobed,no sample for this form's arguments
ldivide,builtin,1,"x = ldivide(B,A)",accepted,
ldl,builtin,0,L = ldl(A),accepted,
ldl,builtin,1,"[L,D] = ldl(A)",accepted,
ldl,builtin,2,"[L,D,P] = ldl(A)",accepted,
ldl,builtin,3,"[L,D,p] = ldl(A,'vector')",error,"ldl expects 1 argument(s), but got 2."
ldl,builtin,4,"[U,D,P] = ldl(A,'upper')",error,"ldl expects 1 argument(s), but got 2."
ldl,builtin,5,"[U,D,p] = ldl(A,'upper','vector')",error,"ldl expects 1 argument(s), but got 3."
ldl,builtin,6,"[L,D,P,S] = ldl(A)",error,"This call returns 3 value(s), but 4 were asked for."
ldl,builtin,7,"[L,D,P,S] = LDL(A,THRESH)",unprobed,no sample for this form's arguments
ldl,builtin,8,"[U,D,p,S] = LDL(A,THRESH,'upper','vector')",unprobed,no sample for this form's arguments
le,builtin,0,A <= B,unprobed,no sample for this form's arguments
le,builtin,1,"le(A,B)",accepted,
legend,function,0,legend,accepted,
legend,function,1,"legend(label1,...,labelN)",unprobed,no sample for this form's arguments
legend,function,2,legend(labels),accepted,
legend,function,3,"legend(subset,___)",error,"legend wants handles to plotted series, but one of them names a figure."
legend,function,4,"legend(target,___)",accepted,
legend,function,5,"legend(___,'Location',lcn)",accepted,
legend,function,6,"legend(___,'Orientation',ornt)",accepted,
legend,function,7,"legend(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
legend,function,8,legend(bkgd),accepted,
legend,function,9,lgd = legend(___),accepted,
legend,function,10,legend(vsbl),accepted,
legend,function,11,legend('off'),accepted,
length,builtin,0,L = length(X),accepted,
license,builtin,0,license,accepted,
license,builtin,1,license('inuse'),accepted,
license,builtin,2,S = license('inuse'),accepted,
license,builtin,3,"S = license('inuse',feature)",accepted,
license,builtin,4,"status = license('test',feature)",accepted,
license,builtin,5,"license('test',feature,toggle)",error,"license expects between 0 and 2 argument(s), but got 3."
license,builtin,6,"[status,errmsg] = license('checkout',feature)",error,"This call returns 1 value(s), but 2 were asked for."
light,builtin,0,"light('PropertyName',propertyvalue,...)",unprobed,no sample for this form's arguments
light,builtin,1,"light(ax,...)",unprobed,no sample for this form's arguments
light,builtin,2,handle = light(...),unprobed,no sample for this form's arguments
lightangle,function,0,"lightangle(az,el)",unprobed,no sample for this form's arguments
lightangle,function,1,"lightangle(ax,az,el)",unprobed,no sample for this form's arguments
lightangle,function,2,lgt = lightangle(...),unprobed,no sample for this form's arguments
lightangle,function,3,"lightangle(lgt,az,el)",unprobed,no sample for this form's arguments
lightangle,function,4,"[az,el] = lightangle(lgt)",unprobed,no sample for this form's arguments
lighting,function,0,lighting flat,accepted,
lighting,function,1,lighting gouraud,accepted,
lighting,function,2,lighting none,accepted,
lighting,function,3,"lighting(ax,...)",unprobed,no sample for this form's arguments
line,builtin,0,"line(x,y)",accepted,
line,builtin,1,"line(x,y,z)",accepted,
line,builtin,2,line,error,"line expects (x, y) or (x, y, z), then 'Name', value options."
line,builtin,3,"line(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
line,builtin,4,"line(ax,___)",accepted,
line,builtin,5,pl = line(___),accepted,
lines,function,0,c = lines,accepted,
lines,function,1,c = lines(m),accepted,
linkaxes,function,0,linkaxes(ax),error,"linkaxes wants handles to axes, such as the ones subplot hands back."
linkaxes,function,1,"linkaxes(ax,dimension)",error,"linkaxes wants handles to axes, such as the ones subplot hands back."
linkprop,function,0,"hlink = linkprop(obj_handles,'PropertyName')",unprobed,no sample for this form's arguments
linkprop,function,1,"hlink = linkprop(obj_handles,{'PropertyName1','PropertyName2',...})",unprobed,no sample for this form's arguments
linsolve,builtin,0,"X = linsolve(A,B)",accepted,
linsolve,builtin,1,"X = linsolve(A,B,opts)",unprobed,no sample for this form's arguments
linsolve,builtin,2,"[X,r] = linsolve(___)",accepted,
load,builtin,0,load(filename),error,load: 'a.mat' was not found.
load,builtin,1,"load(filename,variables)",error,load: 'a.mat' was not found.
load,builtin,2,"load(filename,'-ascii')",error,load: 'a.mat' was not found.
load,builtin,3,"load(filename,'-mat')",error,load: 'a.mat' was not found.
load,builtin,4,"load(filename,'-mat',variables)",error,load: 'a.mat' was not found.
load,builtin,5,S = load(___),error,load: 'a.mat' was not found.
load,builtin,6,load filename,error,load: 'filename.mat' was not found.
log,builtin,0,Y = log(X),accepted,
log10,builtin,0,Y = log10(X),accepted,
log1p,builtin,0,y = log1p(x),unprobed,no sample for this form's arguments
log2,builtin,0,Y = log2(X),accepted,
log2,builtin,1,"[F,E] = log2(X)",error,"This call returns 1 value(s), but 2 were asked for."
logical,builtin,0,L = logical(A),accepted,
loglog,builtin,0,"loglog(X,Y)",accepted,
loglog,builtin,1,"loglog(X,Y,LineSpec)",accepted,
loglog,builtin,2,"loglog(X1,Y1,...,Xn,Yn)",unprobed,no sample for this form's arguments
loglog,builtin,3,"loglog(X1,Y1,LineSpec1,...,Xn,Yn,LineSpecn)",unprobed,no sample for this form's arguments
loglog,builtin,4,loglog(Y),accepted,
loglog,builtin,5,"loglog(Y,LineSpec)",accepted,
loglog,builtin,6,"loglog(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
loglog,builtin,7,"loglog(ax,___)",accepted,
loglog,builtin,8,lineobj = loglog(___),accepted,
lookfor,builtin,0,lookfor keyword,accepted,
lookfor,builtin,1,lookfor keyword -all,unprobed,no sample for this form's arguments
lower,builtin,0,newStr = lower(str),accepted,
lt,builtin,0,A < B,unprobed,no sample for this form's arguments
lt,builtin,1,"lt(A,B)",accepted,
lu,builtin,0,"[L,U] = lu(A)",accepted,
lu,builtin,1,"[L,U,P] = lu(A)",accepted,
lu,builtin,2,"[L,U,P] = lu(A,outputForm)",accepted,
lu,builtin,3,"[L,U,P,Q] = lu(S)",accepted,
lu,builtin,4,"[L,U,P,Q,D] = lu(S)",accepted,
lu,builtin,5,"[___] = lu(S,thresh)",accepted,
lu,builtin,6,"[___] = lu(___,outputForm)",accepted,
makehgtform,function,0,M = makehgtform,accepted,
makehgtform,function,1,"M = makehgtform('translate',[tx ty tz])",accepted,
makehgtform,function,2,"M = makehgtform('scale',s)",unprobed,no sample for this form's arguments
makehgtform,function,3,"M = makehgtform('scale',[sx,sy,sz])",accepted,
makehgtform,function,4,"M = makehgtform('xrotate',t)",unprobed,no sample for this form's arguments
makehgtform,function,5,"M = makehgtform('yrotate',t)",unprobed,no sample for this form's arguments
makehgtform,function,6,"M = makehgtform('zrotate',t)",unprobed,no sample for this form's arguments
makehgtform,function,7,"M = makehgtform('axisrotate',[ax,ay,az],t)",unprobed,no sample for this form's arguments
matches,builtin,0,"TF = matches(str,pat)",accepted,
matches,builtin,1,"TF = matches(str,pat,'IgnoreCase',true)",unprobed,no sample for this form's arguments
material,function,0,material shiny,accepted,
material,function,1,material dull,accepted,
material,function,2,material metal,accepted,
material,function,3,material([ka kd ks]),accepted,
material,function,4,material([ka kd ks n]),accepted,
material,function,5,material([ka kd ks n sc]),accepted,
material,function,6,material default,accepted,
material,function,7,"material(obj,...)",unprobed,no sample for this form's arguments
matlabdrive,builtin,0,M = matlabdrive,accepted,
matlabroot,builtin,0,mr = matlabroot,accepted,
max,builtin,0,M = max(A),accepted,
max,builtin,1,"M = max(A,[],dim)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,2,"M = max(A,[],nanflag)",accepted,
max,builtin,3,"M = max(A,[],dim,nanflag)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,4,"[M,I] = max(___)",error,"This call returns 1 value(s), but 2 were asked for."
max,builtin,5,"M = max(A,[],'all')",error,"max expects argument 2 to be a number, but got a array."
max,builtin,6,"M = max(A,[],vecdim)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,7,"M = max(A,[],'all',nanflag)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,8,"M = max(A,[],vecdim,nanflag)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,9,"[M,I] = max(A,[],'all',___)",error,"max expects argument 2 to be a number, but got a array."
max,builtin,10,"[M,I] = max(A,[],___,'linear')",error,"max expects argument 2 to be a number, but got a array."
max,builtin,11,"C = max(A,B)",accepted,
max,builtin,12,"C = max(A,B,nanflag)",accepted,
max,builtin,13,"___ = max(___,'ComparisonMethod',method)",error,"max expects argument 2 to be a number, but got a string."
maxNumCompThreads,builtin,0,N = maxNumCompThreads,accepted,
maxNumCompThreads,builtin,1,LASTN = maxNumCompThreads(N),unprobed,no sample for this form's arguments
maxNumCompThreads,builtin,2,LASTN = maxNumCompThreads('automatic'),accepted,
maxk,builtin,0,"B = maxk(A,k)",accepted,
maxk,builtin,1,"B = maxk(A,k,dim)",accepted,
maxk,builtin,2,"B = maxk(___,'ComparisonMethod',c)",error,"maxk expects between 2 and 3 argument(s), but got 4."
maxk,builtin,3,"[B,I] = maxk(___)",accepted,
memory,builtin,0,memory,accepted,
memory,builtin,1,"[userview,systemview] = memory",error,"This call returns 1 value(s), but 2 were asked for."
mesh,function,0,"mesh(X,Y,Z)",accepted,
mesh,function,1,mesh(Z),accepted,
mesh,function,2,"mesh(Z,C)",accepted,
mesh,function,3,"mesh(___,C)",accepted,
mesh,function,4,"mesh(ax,___)",accepted,
mesh,function,5,"mesh(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
mesh,function,6,s = mesh(___),accepted,
meshc,function,0,"meshc(X,Y,Z)",accepted,
meshc,function,1,meshc(Z),accepted,
meshc,function,2,"meshc(___,C)",accepted,
meshc,function,3,"meshc(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
meshc,function,4,"meshc(ax,___)",accepted,
meshc,function,5,sc = meshc(___),accepted,
meshz,function,0,"meshz(X,Y,Z)",accepted,
meshz,function,1,"meshz(X,Y,Z,C)",accepted,
meshz,function,2,meshz(Z),accepted,
meshz,function,3,"meshz(Z,C)",accepted,
meshz,function,4,"meshz(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
meshz,function,5,"meshz(ax,___)",accepted,
meshz,function,6,s = meshz(___),accepted,
metaclass,builtin,0,mc = metaclass(object),unprobed,no sample for this form's arguments
metaclass,builtin,1,mc = ?ClassName,unprobed,no sample for this form's arguments
mfilename,builtin,0,mfilename,accepted,
mfilename,builtin,1,p = mfilename('fullpath'),accepted,
mfilename,builtin,2,c = mfilename('class'),accepted,
min,builtin,0,M = min(A),accepted,
min,builtin,1,"M = min(A,[],dim)",error,"min expects argument 2 to be a number, but got a array."
min,builtin,2,"M = min(A,[],nanflag)",accepted,
min,builtin,3,"M = min(A,[],dim,nanflag)",error,"min expects argument 2 to be a number, but got a array."
min,builtin,4,"[M,I] = min(___)",error,"This call returns 1 value(s), but 2 were asked for."
min,builtin,5,"M = min(A,[],'all')",error,"min expects argument 2 to be a number, but got a array."
min,builtin,6,"M = min(A,[],vecdim)",error,"min expects argument 2 to be a number, but got a array."
