name,kind,form_index,syntax,verdict,detail
swarmchart,function,8,"swarmchart(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
swarmchart,function,9,s = swarmchart(___),accepted,
swarmchart3,function,0,"swarmchart3(x,y,z)",accepted,
swarmchart3,function,1,"swarmchart3(x,y,z,sz)",error,"SizeData needs one entry per point (1), but got 2. (Parameter 'values')"
swarmchart3,function,2,"swarmchart3(x,y,z,sz,c)",error,"SizeData needs one entry per point (1), but got 2. (Parameter 'values')"
swarmchart3,function,3,"swarmchart3(___,mkr)",error,"swarmchart3: sizes expects an array of numbers, but got a string."
swarmchart3,function,4,"swarmchart3(___,'filled')",accepted,
swarmchart3,function,5,"swarmchart3(tbl,xvar,yvar,zvar)",accepted,
swarmchart3,function,6,"swarmchart3(tbl,xvar,yvar,zvar,'filled')",accepted,
swarmchart3,function,7,"swarmchart3(ax,___)",accepted,
swarmchart3,function,8,"swarmchart3(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
swarmchart3,function,9,s = swarmchart3(___),accepted,
symbfact,builtin,0,count = symbfact(A),unprobed,no sample for this form's arguments
symbfact,builtin,1,"count = symbfact(A,'sym')",unprobed,no sample for this form's arguments
symbfact,builtin,2,"count = symbfact(A,'col')",unprobed,no sample for this form's arguments
symbfact,builtin,3,"count = symbfact(A,'row')",unprobed,no sample for this form's arguments
symbfact,builtin,4,"count = symbfact(A,'lo')",unprobed,no sample for this form's arguments
symbfact,builtin,5,"[count,h,parent,post,R] = symbfact(...)",unprobed,no sample for this form's arguments
symbfact,builtin,6,"[count,h,parent,post,L] = symbfact(A,type,'lower')",unprobed,no sample for this form's arguments
symrcm,builtin,0,r = symrcm(S),unprobed,no sample for this form's arguments
tan,builtin,0,Y = tan(X),accepted,
tand,builtin,0,Y = tand(X),accepted,
tanh,builtin,0,Y = tanh(X),accepted,
tetramesh,function,0,"tetramesh(T,X)",error,"tetramesh: the connectivity list needs 4 columns, but has 3."
tetramesh,function,1,tetramesh(TR),unprobed,no sample for this form's arguments
tetramesh,function,2,"tetramesh(___,c)",error,"tetramesh: the connectivity list needs 4 columns, but has 3."
tetramesh,function,3,"tetramesh(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
tetramesh,function,4,h = tetramesh(___),error,"tetramesh: the connectivity list needs 4 columns, but has 3."
texlabel,function,0,txt = texlabel(f),accepted,
texlabel,function,1,"txt = texlabel(f,'literal')",accepted,
text,builtin,0,"text(x,y,txt)",accepted,
text,builtin,1,"text(x,y,z,txt)",accepted,
text,builtin,2,"text(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
text,builtin,3,"text(ax,___)",accepted,
text,builtin,4,t = text(___),accepted,
textscan,builtin,0,"C = textscan(fileID,formatSpec)",accepted,
textscan,builtin,1,"C = textscan(fileID,formatSpec,N)",accepted,
textscan,builtin,2,"C = textscan(chr,formatSpec)",accepted,
textscan,builtin,3,"C = textscan(chr,formatSpec,N)",accepted,
textscan,builtin,4,"C = textscan(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
textscan,builtin,5,"[C,position] = textscan(___)",accepted,
thetalim,function,0,thetalim(limits),error,"thetalim expects a two-element [min, max] array."
thetalim,function,1,thetalim('auto'),accepted,
thetalim,function,2,thetalim('manual'),accepted,
thetalim,function,3,tl = thetalim,accepted,
thetalim,function,4,m = thetalim('mode'),error,"thetalim expects 'auto' or 'manual', but got 'mode'."
thetalim,function,5,"___ = thetalim(pax,___)",error,"thetalim expects a two-element [min, max] array."
thetatickformat,function,0,thetatickformat(fmt),accepted,
thetatickformat,function,1,"thetatickformat(pax,___)",accepted,
thetatickformat,function,2,tfmt = thetatickformat,accepted,
thetatickformat,function,3,tfmt = thetatickformat(pax),accepted,
thetaticklabels,function,0,thetaticklabels(labels),accepted,
thetaticklabels,function,1,tl = thetaticklabels,accepted,
thetaticklabels,function,2,thetaticklabels('auto'),accepted,
thetaticklabels,function,3,thetaticklabels('manual'),accepted,
thetaticklabels,function,4,m = thetaticklabels('mode'),error,"thetaticklabels: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
thetaticklabels,function,5,"___ = thetaticklabels(pax,___)",accepted,
thetaticks,function,0,thetaticks(ticks),accepted,
thetaticks,function,1,tv = thetaticks,accepted,
thetaticks,function,2,thetaticks('auto'),accepted,
thetaticks,function,3,thetaticks('manual'),accepted,
thetaticks,function,4,m = thetaticks('mode'),accepted,
thetaticks,function,5,"___ = thetaticks(pax,___)",accepted,
tic,builtin,0,tic,accepted,
tic,builtin,1,timerVal = tic,accepted,
tiledlayout,function,0,"tiledlayout(m,n)",accepted,
tiledlayout,function,1,tiledlayout('flow'),accepted,
tiledlayout,function,2,"tiledlayout(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
tiledlayout,function,3,"tiledlayout(parent,___)",accepted,
tiledlayout,function,4,t = tiledlayout(___),accepted,
times,builtin,0,C = A.*B,unprobed,no sample for this form's arguments
times,builtin,1,"C = times(A,B)",accepted,
title,function,0,title(titletext),accepted,
title,function,1,"title(titletext,subtitletext)",error,"title: text options come in 'Name', value pairs."
title,function,2,"title(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
title,function,3,"title(target,___)",accepted,
title,function,4,t = title(___),accepted,
title,function,5,"[t,s] = title(___)",error,"This call returns 1 value(s), but 2 were asked for."
toc,builtin,0,toc,accepted,
toc,builtin,1,toc(timerVal),accepted,
toc,builtin,2,elapsedTime = toc,accepted,
toc,builtin,3,elapsedTime = toc(timerVal),accepted,
transpose,builtin,0,B = A.',unprobed,no sample for this form's arguments
transpose,builtin,1,B = transpose(A),accepted,
tril,builtin,0,L = tril(A),accepted,
tril,builtin,1,"L = tril(A,k)",accepted,
trimesh,function,0,"trimesh(T,x,y)",error,"trimesh expects between 4 and 5 argument(s), but got 3."
trimesh,function,1,"trimesh(T,x,y,z)",error,"A patch face refers to vertex 3, but there are only 3. (Parameter 'faces')"
trimesh,function,2,"trimesh(x,y,z,c)",error,"trimesh: the triangle table needs at least three columns, but has 1."
trimesh,function,3,trimesh(TO),unprobed,no sample for this form's arguments
trimesh,function,4,"trimesh(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
trimesh,function,5,h = trimesh(___),error,"trimesh expects between 4 and 5 argument(s), but got 3."
triplot,function,0,"triplot(T,x,y)",error,triplot: vertex number 4 is outside the 3 points given.
triplot,function,1,"triplot(T,x,y,LineSpec)",error,triplot: vertex number 4 is outside the 3 points given.
triplot,function,2,triplot(TO),unprobed,no sample for this form's arguments
triplot,function,3,"triplot(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
triplot,function,4,h = triplot(___),error,triplot: vertex number 4 is outside the 3 points given.
trisurf,function,0,"trisurf(T,x,y,z)",error,"A patch face refers to vertex 3, but there are only 3. (Parameter 'faces')"
trisurf,function,1,trisurf(TO),unprobed,no sample for this form's arguments
trisurf,function,2,"trisurf(___,c)",error,"A patch face refers to vertex 3, but there are only 3. (Parameter 'faces')"
trisurf,function,3,"trisurf(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
trisurf,function,4,h = trisurf(___),error,"A patch face refers to vertex 3, but there are only 3. (Parameter 'faces')"
triu,builtin,0,U = triu(A),accepted,
triu,builtin,1,"U = triu(A,k)",accepted,
true,builtin,0,true,accepted,
true,builtin,1,T = true(n),accepted,
true,builtin,2,T = true(sz),accepted,
true,builtin,3,"T = true(sz1,...,szN)",unprobed,no sample for this form's arguments
true,builtin,4,"T = true(___,'like',p)",error,"true expects argument 1 to be a number, but got a string."
turbo,function,0,c = turbo,accepted,
turbo,function,1,c = turbo(m),accepted,
type,builtin,0,type filename,accepted,
typecast,builtin,0,"Y = typecast(X,type)",accepted,
uiaxes,function,0,ax = uiaxes,accepted,
uiaxes,function,1,"ax = uiaxes(Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uiaxes,function,2,ax = uiaxes(parent),accepted,
uiaxes,function,3,"ax = uiaxes(parent,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uicontextmenu,builtin,0,cm = uicontextmenu,accepted,
uicontextmenu,builtin,1,cm = uicontextmenu(parent),accepted,
uicontextmenu,builtin,2,"cm = uicontextmenu(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uimenu,builtin,0,m = uimenu,refused,uimenu needs a uicontextmenu or uimenu parent — a figure's menu bar is not supported.
uimenu,builtin,1,"m = uimenu(Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uimenu,builtin,2,m = uimenu(parent),refused,"uimenu: the parent is a uicontextmenu or a uimenu, and this handle names a figure — a figure's menu bar is not supported."
uimenu,builtin,3,"m = uimenu(parent,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uminus,builtin,0,C = -A,unprobed,no sample for this form's arguments
uminus,builtin,1,C = uminus(A),accepted,
unicode2native,builtin,0,bytes = unicode2native(unicodestr),unprobed,no sample for this form's arguments
unicode2native,builtin,1,"bytes = unicode2native(unicodestr,encoding)",unprobed,no sample for this form's arguments
uniquetol,builtin,0,"C = uniquetol(A,tol)",accepted,
uniquetol,builtin,1,C = uniquetol(A),accepted,
uniquetol,builtin,2,"C = uniquetol(A,tol,occurrence)",refused,"uniquetol: unknown option 'lowest' (options: 'ByRows', 'DataScale', 'OutputAllIndices')."
uniquetol,builtin,3,"[C,IA,IC] = uniquetol(___)",accepted,
uniquetol,builtin,4,"[___] = uniquetol(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
uplus,builtin,0,C = +A,unprobed,no sample for this form's arguments
uplus,builtin,1,C = uplus(A),accepted,
upper,builtin,0,newStr = upper(str),accepted,
validatecolor,function,0,RGB = validatecolor(colors),error,"validatecolor: components are in [0, 1], but one is 2."
validatecolor,function,1,"RGB = validatecolor(colors,sz)",error,"validatecolor expects argument 2 to be a string, but got a array."
vecnorm,builtin,0,N = vecnorm(A),accepted,
vecnorm,builtin,1,"N = vecnorm(A,p)",accepted,
vecnorm,builtin,2,"N = vecnorm(A,p,dim)",accepted,
version,builtin,0,version,accepted,
version,builtin,1,v = version('-versionOption'),error,version does not recognize the option '-versionOption'.
version,builtin,2,[v d] = version,accepted,
vertcat,builtin,0,"C = vertcat(A,B)",accepted,
vertcat,builtin,1,"C = vertcat(A1,A2,…,An)",unprobed,no sample for this form's arguments
view,function,0,"view(az,el)",accepted,
view,function,1,view(v),unprobed,no sample for this form's arguments
view,function,2,view(dim),unprobed,no sample for this form's arguments
view,function,3,"view(ax,___)",accepted,
view,function,4,"[caz,cel] = view(___)",error,"This call returns 1 value(s), but 2 were asked for."
viewmtx,function,0,viewmtx,error,"viewmtx expects between 2 and 4 argument(s), but got 0."
viewmtx,function,1,"T = viewmtx(az,el)",unprobed,no sample for this form's arguments
viewmtx,function,2,"T = viewmtx(az,el,phi)",unprobed,no sample for this form's arguments
viewmtx,function,3,"T = viewmtx(az,el,phi,xc)",unprobed,no sample for this form's arguments
volumebounds,function,0,"lims = volumebounds(X,Y,Z,V)",accepted,
volumebounds,function,1,"lims = volumebounds(X,Y,Z,U,V,W)",accepted,
volumebounds,function,2,lims = volumebounds(V),accepted,
volumebounds,function,3,"lims = volumebounds(U,V,W)",accepted,
voronoi,function,0,"voronoi(x,y)",error,voronoi: The points are collinear; their Voronoi diagram has no vertices.
voronoi,function,1,"voronoi(x,y,T)",error,voronoi: vertex number 4 is outside the 3 points given.
voronoi,function,2,voronoi(TO),unprobed,no sample for this form's arguments
voronoi,function,3,"[vx,vy] = voronoi(___)",error,voronoi: The points are collinear; their Voronoi diagram has no vertices.
voronoi,function,4,h = voronoi(___),error,voronoi: The points are collinear; their Voronoi diagram has no vertices.
waitfor,builtin,0,waitfor(obj),unprobed,no sample for this form's arguments
waitfor,builtin,1,"waitfor(obj,propname)",unprobed,no sample for this form's arguments
waitfor,builtin,2,"waitfor(obj,propname,propvalue)",unprobed,no sample for this form's arguments
warning,builtin,0,warning(msg),accepted,
warning,builtin,1,"warning(msg,A1,...,An)",unprobed,no sample for this form's arguments
warning,builtin,2,"warning(warnID,___)",error,warning: sprintf got 1 more argument(s) than the format uses.
warning,builtin,3,warning(state),accepted,
warning,builtin,4,"warning(state,warnID)",accepted,
warning,builtin,5,warning,accepted,
warning,builtin,6,warnStruct = warning,accepted,
warning,builtin,7,warning(warnStruct),error,"warning expects argument 1 to be a string, but got a array."
warning,builtin,8,"warning(state,mode)",accepted,
warning,builtin,9,"warnStruct = warning(state,mode)",accepted,
waterfall,function,0,"waterfall(X,Y,Z)",accepted,
waterfall,function,1,"waterfall(X,Y,Z,C)",error,"waterfall expects 3 argument(s), but got 4."
waterfall,function,2,waterfall(Z),accepted,
waterfall,function,3,"waterfall(Z,C)",error,"waterfall expects 3 argument(s), but got 2."
waterfall,function,4,"waterfall(ax,___)",accepted,
waterfall,function,5,p = waterfall(___),accepted,
what,builtin,0,what,accepted,
what,builtin,1,what folderName,refused,what: 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\folderName' is not a folder.
what,builtin,2,s = what(___),accepted,
which,builtin,0,which item,accepted,
which,builtin,1,which fun1 in fun2,error,"which expects 1 argument(s), but got 3."
which,builtin,2,which ___ -all,unprobed,no sample for this form's arguments
which,builtin,3,str = which(item),accepted,
which,builtin,4,"str = which(fun1,'in',fun2)",error,"which expects 1 argument(s), but got 3."
which,builtin,5,"str = which(___,'-all')",error,"which expects 1 argument(s), but got 2."
whitebg,function,0,whitebg,accepted,
whitebg,function,1,whitebg(fig),unprobed,no sample for this form's arguments
whitebg,function,2,whitebg(c),unprobed,no sample for this form's arguments
whitebg,function,3,"whitebg(fig,c)",unprobed,no sample for this form's arguments
who,builtin,0,who,accepted,
who,builtin,1,who -file filename,unprobed,no sample for this form's arguments
who,builtin,2,who global,accepted,
who,builtin,3,who ___ var1 ... varN,unprobed,no sample for this form's arguments
who,builtin,4,who ___ -regexp expr1 ... exprN,unprobed,no sample for this form's arguments
who,builtin,5,C = who(___),accepted,
whos,builtin,0,whos,accepted,
whos,builtin,1,whos -file filename,unprobed,no sample for this form's arguments
whos,builtin,2,whos global,error,whos takes no arguments.
whos,builtin,3,whos ___ var1 ... varN,unprobed,no sample for this form's arguments
whos,builtin,4,whos ___ -regexp expr1 ... exprN,unprobed,no sample for this form's arguments
whos,builtin,5,S = whos(___),accepted,
winter,function,0,c = winter,accepted,
winter,function,1,c = winter(m),accepted,
xlabel,function,0,xlabel(txt),accepted,
xlabel,function,1,"xlabel(target,txt)",accepted,
xlabel,function,2,"xlabel(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
xlabel,function,3,t = xlabel(___),accepted,
xlim,function,0,xlim(limits),error,"xlim expects a two-element [min, max] array."
xlim,function,1,xl = xlim,accepted,
xlim,function,2,xlim(limitmethod),error,"xlim expects 'auto' or 'manual', but got 'tickaligned'."
xlim,function,3,xlim(limitmode),accepted,
xlim,function,4,m = xlim('mode'),error,"xlim expects 'auto' or 'manual', but got 'mode'."
xlim,function,5,"___ = xlim(target,___)",error,"xlim expects a two-element [min, max] array."
xline,function,0,xline(x),accepted,
xline,function,1,"xline(x,LineSpec)",accepted,
xline,function,2,"xline(x,LineSpec,labels)",accepted,
xline,function,3,"xline(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
xline,function,4,"xline(ax,___)",accepted,
xline,function,5,xl = xline(___),accepted,
xor,builtin,0,"C = xor(A,B)",accepted,
xtickangle,function,0,xtickangle(angle),accepted,
xtickangle,function,1,"xtickangle(ax,angle)",accepted,
xtickangle,function,2,ang = xtickangle,accepted,
xtickangle,function,3,ang = xtickangle(ax),accepted,
xtickformat,function,0,xtickformat(fmt),accepted,
xtickformat,function,1,xtickformat(datefmt),accepted,
xtickformat,function,2,xtickformat(durationfmt),refused,"xtickformat: 'a' is not a tick format. Use a printf spec such as '%.2f', or one of auto, usd, eur, gbp, jpy, degrees, percentage."
xtickformat,function,3,"xtickformat(ax,___)",accepted,
xtickformat,function,4,xfmt = xtickformat,accepted,
xtickformat,function,5,xfmt = xtickformat(ax),accepted,
xticklabels,function,0,xticklabels(labels),accepted,
xticklabels,function,1,xl = xticklabels,accepted,
xticklabels,function,2,xticklabels('auto'),accepted,
xticklabels,function,3,xticklabels('manual'),accepted,
xticklabels,function,4,m = xticklabels('mode'),error,"xticklabels: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
xticklabels,function,5,"___ = xticklabels(ax,___)",accepted,
xticks,function,0,xticks(ticks),accepted,
xticks,function,1,xt = xticks,accepted,
xticks,function,2,xticks('auto'),accepted,
xticks,function,3,xticks('manual'),accepted,
xticks,function,4,m = xticks('mode'),error,"xticks: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
xticks,function,5,"___ = xticks(ax,___)",accepted,
ylabel,function,0,ylabel(txt),accepted,
ylabel,function,1,"ylabel(target,txt)",accepted,
ylabel,function,2,"ylabel(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
ylabel,function,3,t = ylabel(___),accepted,
ylim,function,0,ylim(limits),error,"ylim expects a two-element [min, max] array."
ylim,function,1,yl = ylim,accepted,
ylim,function,2,ylim(limitmethod),error,"ylim expects 'auto' or 'manual', but got 'tickaligned'."
ylim,function,3,ylim(limitmode),accepted,
ylim,function,4,m = ylim('mode'),error,"ylim expects 'auto' or 'manual', but got 'mode'."
ylim,function,5,"___ = ylim(target,___)",error,"ylim expects a two-element [min, max] array."
yline,function,0,yline(y),accepted,
yline,function,1,"yline(y,LineSpec)",accepted,
yline,function,2,"yline(y,LineSpec,labels)",accepted,
yline,function,3,"yline(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
yline,function,4,"yline(ax,___)",accepted,
yline,function,5,yl = yline(___),accepted,
ytickangle,function,0,ytickangle(angle),accepted,
ytickangle,function,1,"ytickangle(ax,angle)",accepted,
ytickangle,function,2,ang = ytickangle,accepted,
ytickangle,function,3,ang = ytickangle(ax),accepted,
ytickformat,function,0,ytickformat(fmt),accepted,
ytickformat,function,1,ytickformat(datefmt),accepted,
ytickformat,function,2,ytickformat(durationfmt),refused,"ytickformat: 'a' is not a tick format. Use a printf spec such as '%.2f', or one of auto, usd, eur, gbp, jpy, degrees, percentage."
ytickformat,function,3,"ytickformat(ax,___)",accepted,
ytickformat,function,4,yfmt = ytickformat,accepted,
ytickformat,function,5,yfmt = ytickformat(ax),accepted,
yticklabels,function,0,yticklabels(labels),accepted,
yticklabels,function,1,yl = yticklabels,accepted,
yticklabels,function,2,yticklabels('auto'),accepted,
yticklabels,function,3,yticklabels('manual'),accepted,
yticklabels,function,4,m = yticklabels('mode'),error,"yticklabels: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
yticklabels,function,5,"___ = yticklabels(ax,___)",accepted,
yticks,function,0,yticks(ticks),accepted,
yticks,function,1,yt = yticks,accepted,
yticks,function,2,yticks('auto'),accepted,
yticks,function,3,yticks('manual'),accepted,
yticks,function,4,m = yticks('mode'),error,"yticks: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
yticks,function,5,"___ = yticks(ax,___)",accepted,
yyaxis,function,0,yyaxis left,accepted,
yyaxis,function,1,yyaxis right,accepted,
yyaxis,function,2,"yyaxis(ax,___)",accepted,
zeros,builtin,0,X = zeros,accepted,
zeros,builtin,1,X = zeros(n),accepted,
zeros,builtin,2,"X = zeros(sz1,...,szN)",unprobed,no sample for this form's arguments
zeros,builtin,3,X = zeros(sz),accepted,
zeros,builtin,4,"X = zeros(___,typename)",accepted,
zeros,builtin,5,"X = zeros(___,'like',p)",accepted,
zlabel,function,0,zlabel(txt),accepted,
zlabel,function,1,"zlabel(txt,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
zlabel,function,2,"zlabel(ax,___)",accepted,
zlabel,function,3,h = zlabel(___),accepted,
zlim,function,0,zlim(limits),error,"zlim expects a two-element [min, max] array."
zlim,function,1,zl = zlim,accepted,
zlim,function,2,zlim(limitmethod),error,"zlim expects 'auto' or 'manual', but got 'tickaligned'."
zlim,function,3,zlim(limitmode),accepted,
zlim,function,4,m = zlim('mode'),error,"zlim expects 'auto' or 'manual', but got 'mode'."
zlim,function,5,"___ = zlim(ax,___)",error,"zlim expects a two-element [min, max] array."
ztickangle,function,0,ztickangle(angle),accepted,
ztickangle,function,1,"ztickangle(ax,angle)",accepted,
ztickangle,function,2,ang = ztickangle,accepted,
ztickangle,function,3,ang = ztickangle(ax),accepted,
ztickformat,function,0,ztickformat(fmt),accepted,
ztickformat,function,1,ztickformat(datefmt),accepted,
ztickformat,function,2,ztickformat(durationfmt),refused,"ztickformat: 'a' is not a tick format. Use a printf spec such as '%.2f', or one of auto, usd, eur, gbp, jpy, degrees, percentage."
ztickformat,function,3,"ztickformat(ax,___)",accepted,
ztickformat,function,4,zfmt = ztickformat,accepted,
ztickformat,function,5,zfmt = ztickformat(ax),accepted,
zticklabels,function,0,zticklabels(labels),accepted,
zticklabels,function,1,zl = zticklabels,accepted,
zticklabels,function,2,zticklabels('auto'),accepted,
zticklabels,function,3,zticklabels('manual'),accepted,
zticklabels,function,4,m = zticklabels('mode'),error,"zticklabels: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
zticklabels,function,5,"___ = zticklabels(ax,___)",accepted,
zticks,function,0,zticks(ticks),accepted,
zticks,function,1,zt = zticks,accepted,
zticks,function,2,zticks('auto'),accepted,
zticks,function,3,zticks('manual'),accepted,
zticks,function,4,m = zticks('mode'),error,"zticks: 'mode' is neither 'auto' nor 'manual'. Labels come in a cell, such as {'low', 'high'}."
zticks,function,5,"___ = zticks(ax,___)",accepted,
